SampleID,Tissue,protocol,Group,read_type,Replicate,bamReads,Peaks,PeakCaller
ENCSR554JQP_1,cerebellum,ATAC-seq,Non-Renin_Control,single,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR554JQP_1/aligned_mm10/ENCSR554JQP_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR554JQP_1/peak_calling_mm10/ENCSR554JQP_1_peaks_normalized.narrowPeak,narrow
ENCSR554JQP_2,cerebellum,ATAC-seq,Non-Renin_Control,single,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR554JQP_2/aligned_mm10/ENCSR554JQP_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR554JQP_2/peak_calling_mm10/ENCSR554JQP_2_peaks_normalized.narrowPeak,narrow
ENCSR554JQP_3,cerebellum,ATAC-seq,Non-Renin_Control,single,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR554JQP_3/aligned_mm10/ENCSR554JQP_3_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR554JQP_3/peak_calling_mm10/ENCSR554JQP_3_peaks_normalized.narrowPeak,narrow
ENCSR554JQP_4,cerebellum,ATAC-seq,Non-Renin_Control,single,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR554JQP_4/aligned_mm10/ENCSR554JQP_4_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR554JQP_4/peak_calling_mm10/ENCSR554JQP_4_peaks_normalized.narrowPeak,narrow
ENCSR554JQP_5,cerebellum,ATAC-seq,Non-Renin_Control,single,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR554JQP_5/aligned_mm10/ENCSR554JQP_5_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR554JQP_5/peak_calling_mm10/ENCSR554JQP_5_peaks_normalized.narrowPeak,narrow
ENCSR554JQP_6,cerebellum,ATAC-seq,Non-Renin_Control,single,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR554JQP_6/aligned_mm10/ENCSR554JQP_6_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR554JQP_6/peak_calling_mm10/ENCSR554JQP_6_peaks_normalized.narrowPeak,narrow
ENCSR559FAJ_1,forebrain,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR559FAJ_1/aligned_mm10/ENCSR559FAJ_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR559FAJ_1/peak_calling_mm10/ENCSR559FAJ_1_peaks_normalized.narrowPeak,narrow
ENCSR559FAJ_2,forebrain,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR559FAJ_2/aligned_mm10/ENCSR559FAJ_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR559FAJ_2/peak_calling_mm10/ENCSR559FAJ_2_peaks_normalized.narrowPeak,narrow
ENCSR597BGP_1,stomach,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR597BGP_1/aligned_mm10/ENCSR597BGP_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR597BGP_1/peak_calling_mm10/ENCSR597BGP_1_peaks_normalized.narrowPeak,narrow
ENCSR597BGP_2,stomach,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR597BGP_2/aligned_mm10/ENCSR597BGP_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR597BGP_2/peak_calling_mm10/ENCSR597BGP_2_peaks_normalized.narrowPeak,narrow
ENCSR603MWL_1,heart,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR603MWL_1/aligned_mm10/ENCSR603MWL_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR603MWL_1/peak_calling_mm10/ENCSR603MWL_1_peaks_normalized.narrowPeak,narrow
ENCSR603MWL_2,heart,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR603MWL_2/aligned_mm10/ENCSR603MWL_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR603MWL_2/peak_calling_mm10/ENCSR603MWL_2_peaks_normalized.narrowPeak,narrow
ENCSR609OHJ_1,liver,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR609OHJ_1/aligned_mm10/ENCSR609OHJ_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR609OHJ_1/peak_calling_mm10/ENCSR609OHJ_1_peaks_normalized.narrowPeak,narrow
ENCSR609OHJ_2,liver,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR609OHJ_2/aligned_mm10/ENCSR609OHJ_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR609OHJ_2/peak_calling_mm10/ENCSR609OHJ_2_peaks_normalized.narrowPeak,narrow
ENCSR618HDK_1,stomach,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR618HDK_1/aligned_mm10/ENCSR618HDK_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR618HDK_1/peak_calling_mm10/ENCSR618HDK_1_peaks_normalized.narrowPeak,narrow
ENCSR618HDK_2,stomach,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR618HDK_2/aligned_mm10/ENCSR618HDK_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR618HDK_2/peak_calling_mm10/ENCSR618HDK_2_peaks_normalized.narrowPeak,narrow
ENCSR623GSD_1,hindbrain,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR623GSD_1/aligned_mm10/ENCSR623GSD_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR623GSD_1/peak_calling_mm10/ENCSR623GSD_1_peaks_normalized.narrowPeak,narrow
ENCSR623GSD_2,hindbrain,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR623GSD_2/aligned_mm10/ENCSR623GSD_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR623GSD_2/peak_calling_mm10/ENCSR623GSD_2_peaks_normalized.narrowPeak,narrow
ENCSR627OCR_1,lung,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR627OCR_1/aligned_mm10/ENCSR627OCR_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR627OCR_1/peak_calling_mm10/ENCSR627OCR_1_peaks_normalized.narrowPeak,narrow
ENCSR627OCR_2,lung,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR627OCR_2/aligned_mm10/ENCSR627OCR_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR627OCR_2/peak_calling_mm10/ENCSR627OCR_2_peaks_normalized.narrowPeak,narrow
ENCSR652CNN_1,heart,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR652CNN_1/aligned_mm10/ENCSR652CNN_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR652CNN_1/peak_calling_mm10/ENCSR652CNN_1_peaks_normalized.narrowPeak,narrow
ENCSR652CNN_2,heart,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR652CNN_2/aligned_mm10/ENCSR652CNN_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR652CNN_2/peak_calling_mm10/ENCSR652CNN_2_peaks_normalized.narrowPeak,narrow
ENCSR662KNY_1,hindbrain,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR662KNY_1/aligned_mm10/ENCSR662KNY_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR662KNY_1/peak_calling_mm10/ENCSR662KNY_1_peaks_normalized.narrowPeak,narrow
ENCSR662KNY_2,hindbrain,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR662KNY_2/aligned_mm10/ENCSR662KNY_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR662KNY_2/peak_calling_mm10/ENCSR662KNY_2_peaks_normalized.narrowPeak,narrow
ENCSR668EIA_1,lung,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR668EIA_1/aligned_mm10/ENCSR668EIA_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR668EIA_1/peak_calling_mm10/ENCSR668EIA_1_peaks_normalized.narrowPeak,narrow
ENCSR668EIA_2,lung,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR668EIA_2/aligned_mm10/ENCSR668EIA_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR668EIA_2/peak_calling_mm10/ENCSR668EIA_2_peaks_normalized.narrowPeak,narrow
ENCSR690VOH_1,neural_tube,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR690VOH_1/aligned_mm10/ENCSR690VOH_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR690VOH_1/peak_calling_mm10/ENCSR690VOH_1_peaks_normalized.narrowPeak,narrow
ENCSR690VOH_2,neural_tube,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR690VOH_2/aligned_mm10/ENCSR690VOH_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR690VOH_2/peak_calling_mm10/ENCSR690VOH_2_peaks_normalized.narrowPeak,narrow
ENCSR700QBR_1,neural_tube,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR700QBR_1/aligned_mm10/ENCSR700QBR_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR700QBR_1/peak_calling_mm10/ENCSR700QBR_1_peaks_normalized.narrowPeak,narrow
ENCSR700QBR_2,neural_tube,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR700QBR_2/aligned_mm10/ENCSR700QBR_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR700QBR_2/peak_calling_mm10/ENCSR700QBR_2_peaks_normalized.narrowPeak,narrow
ENCSR732OTZ_1,primary_kidney_cells,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR732OTZ_1/aligned_mm10/ENCSR732OTZ_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR732OTZ_1/peak_calling_mm10/ENCSR732OTZ_1_peaks_normalized.narrowPeak,narrow
ENCSR732OTZ_2,primary_kidney_cells,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR732OTZ_2/aligned_mm10/ENCSR732OTZ_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR732OTZ_2/peak_calling_mm10/ENCSR732OTZ_2_peaks_normalized.narrowPeak,narrow
ENCSR758IRM_1,primary_kidney_cells,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR758IRM_1/aligned_mm10/ENCSR758IRM_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR758IRM_1/peak_calling_mm10/ENCSR758IRM_1_peaks_normalized.narrowPeak,narrow
ENCSR758IRM_2,primary_kidney_cells,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR758IRM_2/aligned_mm10/ENCSR758IRM_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR758IRM_2/peak_calling_mm10/ENCSR758IRM_2_peaks_normalized.narrowPeak,narrow
ENCSR785NEL_1,liver,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR785NEL_1/aligned_mm10/ENCSR785NEL_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR785NEL_1/peak_calling_mm10/ENCSR785NEL_1_peaks_normalized.narrowPeak,narrow
ENCSR785NEL_2,liver,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR785NEL_2/aligned_mm10/ENCSR785NEL_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR785NEL_2/peak_calling_mm10/ENCSR785NEL_2_peaks_normalized.narrowPeak,narrow
ENCSR793RAV_1,erythroblast_primary_cell,ATAC-seq,Non-Renin_Control,single,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR793RAV_1/aligned_mm10/ENCSR793RAV_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR793RAV_1/peak_calling_mm10/ENCSR793RAV_1_peaks_normalized.narrowPeak,narrow
ENCSR793RAV_2,erythroblast_primary_cell,ATAC-seq,Non-Renin_Control,single,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR793RAV_2/aligned_mm10/ENCSR793RAV_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR793RAV_2/peak_calling_mm10/ENCSR793RAV_2_peaks_normalized.narrowPeak,narrow
ENCSR793RAV_3,erythroblast_primary_cell,ATAC-seq,Non-Renin_Control,single,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR793RAV_3/aligned_mm10/ENCSR793RAV_3_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR793RAV_3/peak_calling_mm10/ENCSR793RAV_3_peaks_normalized.narrowPeak,narrow
ENCSR798FDL_1,hindbrain,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR798FDL_1/aligned_mm10/ENCSR798FDL_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR798FDL_1/peak_calling_mm10/ENCSR798FDL_1_peaks_normalized.narrowPeak,narrow
ENCSR798FDL_2,hindbrain,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR798FDL_2/aligned_mm10/ENCSR798FDL_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR798FDL_2/peak_calling_mm10/ENCSR798FDL_2_peaks_normalized.narrowPeak,narrow
ENCSR810HQR_1,forebrain,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR810HQR_1/aligned_mm10/ENCSR810HQR_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR810HQR_1/peak_calling_mm10/ENCSR810HQR_1_peaks_normalized.narrowPeak,narrow
ENCSR810HQR_2,forebrain,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR810HQR_2/aligned_mm10/ENCSR810HQR_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR810HQR_2/peak_calling_mm10/ENCSR810HQR_2_peaks_normalized.narrowPeak,narrow
ENCSR819QOJ_1,midbrain,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR819QOJ_1/aligned_mm10/ENCSR819QOJ_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR819QOJ_1/peak_calling_mm10/ENCSR819QOJ_1_peaks_normalized.narrowPeak,narrow
ENCSR819QOJ_2,midbrain,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR819QOJ_2/aligned_mm10/ENCSR819QOJ_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR819QOJ_2/peak_calling_mm10/ENCSR819QOJ_2_peaks_normalized.narrowPeak,narrow
ENCSR820ACB_1,heart,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR820ACB_1/aligned_mm10/ENCSR820ACB_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR820ACB_1/peak_calling_mm10/ENCSR820ACB_1_peaks_normalized.narrowPeak,narrow
ENCSR820ACB_2,heart,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR820ACB_2/aligned_mm10/ENCSR820ACB_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR820ACB_2/peak_calling_mm10/ENCSR820ACB_2_peaks_normalized.narrowPeak,narrow
ENCSR836PUC_1,forebrain,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR836PUC_1/aligned_mm10/ENCSR836PUC_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR836PUC_1/peak_calling_mm10/ENCSR836PUC_1_peaks_normalized.narrowPeak,narrow
ENCSR836PUC_2,forebrain,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR836PUC_2/aligned_mm10/ENCSR836PUC_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR836PUC_2/peak_calling_mm10/ENCSR836PUC_2_peaks_normalized.narrowPeak,narrow
ENCSR862JVD_1,monocyte_primary_cell,ATAC-seq,Non-Renin_Control,single,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR862JVD_1/aligned_mm10/ENCSR862JVD_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR862JVD_1/peak_calling_mm10/ENCSR862JVD_1_peaks_normalized.narrowPeak,narrow
ENCSR862JVD_2,monocyte_primary_cell,ATAC-seq,Non-Renin_Control,single,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR862JVD_2/aligned_mm10/ENCSR862JVD_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR862JVD_2/peak_calling_mm10/ENCSR862JVD_2_peaks_normalized.narrowPeak,narrow
ENCSR876SYO_1,embryonic_facial_prominence,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR876SYO_1/aligned_mm10/ENCSR876SYO_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR876SYO_1/peak_calling_mm10/ENCSR876SYO_1_peaks_normalized.narrowPeak,narrow
ENCSR876SYO_2,embryonic_facial_prominence,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR876SYO_2/aligned_mm10/ENCSR876SYO_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR876SYO_2/peak_calling_mm10/ENCSR876SYO_2_peaks_normalized.narrowPeak,narrow
ENCSR889WQX_1,frontal_cortex,ATAC-seq,Non-Renin_Control,single,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR889WQX_1/aligned_mm10/ENCSR889WQX_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR889WQX_1/peak_calling_mm10/ENCSR889WQX_1_peaks_normalized.narrowPeak,narrow
ENCSR889WQX_2,frontal_cortex,ATAC-seq,Non-Renin_Control,single,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR889WQX_2/aligned_mm10/ENCSR889WQX_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR889WQX_2/peak_calling_mm10/ENCSR889WQX_2_peaks_normalized.narrowPeak,narrow
ENCSR889WQX_3,frontal_cortex,ATAC-seq,Non-Renin_Control,single,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR889WQX_3/aligned_mm10/ENCSR889WQX_3_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR889WQX_3/peak_calling_mm10/ENCSR889WQX_3_peaks_normalized.narrowPeak,narrow
ENCSR889WQX_4,frontal_cortex,ATAC-seq,Non-Renin_Control,single,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR889WQX_4/aligned_mm10/ENCSR889WQX_4_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR889WQX_4/peak_calling_mm10/ENCSR889WQX_4_peaks_normalized.narrowPeak,narrow
ENCSR889WQX_5,frontal_cortex,ATAC-seq,Non-Renin_Control,single,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR889WQX_5/aligned_mm10/ENCSR889WQX_5_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR889WQX_5/peak_calling_mm10/ENCSR889WQX_5_peaks_normalized.narrowPeak,narrow
ENCSR889WQX_6,frontal_cortex,ATAC-seq,Non-Renin_Control,single,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR889WQX_6/aligned_mm10/ENCSR889WQX_6_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR889WQX_6/peak_calling_mm10/ENCSR889WQX_6_peaks_normalized.narrowPeak,narrow
ENCSR896XIN_1,limb,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR896XIN_1/aligned_mm10/ENCSR896XIN_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR896XIN_1/peak_calling_mm10/ENCSR896XIN_1_peaks_normalized.narrowPeak,narrow
ENCSR896XIN_2,limb,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR896XIN_2/aligned_mm10/ENCSR896XIN_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR896XIN_2/peak_calling_mm10/ENCSR896XIN_2_peaks_normalized.narrowPeak,narrow
ENCSR903GMO_1,forebrain,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR903GMO_1/aligned_mm10/ENCSR903GMO_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR903GMO_1/peak_calling_mm10/ENCSR903GMO_1_peaks_normalized.narrowPeak,narrow
ENCSR903GMO_2,forebrain,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR903GMO_2/aligned_mm10/ENCSR903GMO_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR903GMO_2/peak_calling_mm10/ENCSR903GMO_2_peaks_normalized.narrowPeak,narrow
ENCSR914PYX_1,common_myeloid_progenitor_primary_cell,ATAC-seq,Non-Renin_Control,single,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR914PYX_1/aligned_mm10/ENCSR914PYX_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR914PYX_1/peak_calling_mm10/ENCSR914PYX_1_peaks_normalized.narrowPeak,narrow
